"#","RatingOffice","ReferenceNumber","Yacht Name","Sail Number","Certificate GPH","Issue Date","Age","Class","Designer","Builder","aph","gph"
37,EST,EST00000185,GEMMA,EST 637,Club,28/05/2014,1992,POLARIS,SET,SET,n/a,730.8
38,EST,EST00000184,FANATIC,EST-239,Club,27/05/2014,1997,GUYLINE 355,LOENNGREN GUY,GLOBOTRON,n/a,645.0
39,EST,EST00000183,VESILEENU,EST 157,Club,27/05/2014,1984,POLARIS,SET,SET,n/a,724.1
40,EST,EST00000167,GEORG,EST-278,Club,26/05/2014,1994,X-332,JEPPESEN NIELS,X-YACHTS,n/a,651.7
41,EST,EST00000163,Cherie,EST 633,Club,23/05/2014,2009,FIRST 35,FARR YACHT DESIGN,BENETEAU,n/a,632.4
42,EST,EST00000162,JUKO,EST 405,Club,23/05/2014,1984,POLARIS,SET,SET,n/a,727.5
43,EST,EST00000155,PÕHJAKONN,EST 333,International,20/05/2014,1993,X-362 SPORT,JEPPESEN NIELS,X-YACHTS,n/a,638.3
44,EST,EST00000153,MEREPÄRL,EST 406,Club,20/05/2014,2001,FIRST 36.7,FARR YACHT DESIGN,BENETEAU,n/a,637.1
45,EST,EST00000151,FREYA,EST 571,Club,19/05/2014,2001,FIRST 36.7,FARR YACHT DESIGN,BENETEAU,n/a,640.3
46,EST,EST00000149,PILLE-RIIN,EST 24,Club,19/05/2014,1984,POLARIS,SET,SET,n/a,724.5
47,EST,EST00000147,LUISA,EST 541,Club,18/05/2014,1981,MAXI FENIX,PETTERSON PELLE,MOLNLYCKE,n/a,755.6
48,EST,EST00000121,VESIKAAR,EST 700,Club,13/05/2014,2012,RIDAS 31,BLANK DIETER,RIDAS YACHTS,n/a,666.7
49,EST,EST00000078,BERTA,EST 619,Club,06/05/2014,2008,ELAN 380,HUMPHREYS,ELAN YACHTS,n/a,624.0
50,EST,EST00000077,MATILDA,EST 631,Club,05/05/2014,2007,ELAN 340,HUMPHREYS,ELAN YACHTS,n/a,657.3
51,EST,EST00000076,TRIINI,EST 52,Club,02/05/2014,1977,ALKOR,VCSPS,VCSPS,n/a,681.7
52,EST,EST00000058,ADELE,EST 467,International,28/04/2014,2005,FIRST 34.7,FARR YACHT DESIGN,BENETEAU,n/a,653.1
53,EST,EST00000051,TESSA,EST 324,Club,26/04/2014,1997,RIDAS 35,LOENNGREN GUY / RIDAS,RIDAS YACHTS,n/a,654.7
54,EST,EST00000050,BRIGITTA-X,EST 606,International,26/04/2014,2007,X-34,JEPPESEN NIELS,X-YACHTS,n/a,649.7
55,EST,EST00000041,MIA,EST 330,Club,24/04/2014,2000,GRAND SURPRISE 31,NIVELT BERNARD,ARCHAMBAULT,n/a,638.1
56,EST,EST00000023,JAZZ,EST 465,Club,19/04/2014,2005,FIRST 34.7,FARR YACHT DESIGN,BENETEAU,n/a,652.1
57,EST,EST00000022,TORMILIND,EST 90,Club,19/04/2014,1981,CETUS,HOFFMAN E,TELIGA L,n/a,613.2
