"#","RatingOffice","ReferenceNumber","Yacht Name","Sail Number","Certificate GPH","Issue Date","Age","Class","Designer","Builder","aph","gph"
"14","EST","EST00001191","MINNI","EST 50","International","01/07/2016","2005","X-35 OD","JEPPESEN NIELS","X-YACHTS","n/a","616.5"
"15","EST","EST00001188","SILVA","EST 407","Club","01/07/2016","2001","FIRST 36.7","FARR YACHT DESIGN","BENETEAU","n/a","635.1"
"16","EST","EST00001187","BLANCA","EST 73","Club","30/06/2016","1984","POLARIS","SET","SET","n/a","720.3"
"17","EST","EST00001175","GEMMA","EST 637","Club","29/06/2016","1992","POLARIS","SET","SET","n/a","725.4"
"18","EST","EST00001174","AMSERV TOYOTA ST","EST 379","Club","29/06/2016","2001","FIRST 36.7","FARR YACHT DESIGN","BENETEAU","n/a","638.6"
"19","EST","EST00001168","KADRI","EST 185","Club","27/06/2016","1978","CONRAD 25","PETTERSON PELLE","TELIGA L","n/a","742.0"
"20","EST","EST00001167","FURIOSA","EST 999","International","27/06/2016","2004","COOKSON 50","FARR YACHT DESIGN","COOKSON BOATS","n/a","463.0"
"21","EST","EST00001166","KATARINA JEE","EST 464","Club","26/06/2016","2005","FIRST 34.7","FARR YACHT DESIGN","BENETEAU","n/a","654.9"
"22","EST","EST00001143","REVAL CAFE ELISA","EST 703","International","17/06/2016","2011","SALONA 38","JAKOPIN & JAKOPIN","AD YACHTS","n/a","601.3"
"23","EST","EST00001132","ELEANORA","EST 815","Club","15/06/2016","2012","DEHLER 38","JUDEL FRIEDRICH / VROELIJK ROLF","HANSE YACHTS","n/a","618.3"
"24","EST","EST00001128","KORUSHKA","EST 501","Club","14/06/2016","2013","XP-50","JEPPESEN NIELS","X-YACHTS","n/a","525.7"
"25","EST","EST00001127","BLUE LARK","EST 708","Club","14/06/2016","2001","FIRST 36.7","FARR YACHT DESIGN","BENETEAU","n/a","643.2"
"26","EST","EST00001119","LADY BIRD","EST 299","Club","09/06/2016","2001","AKTON 395","LUTRA","AKTON YACHTS","n/a","577.8"
"27","EST","EST00001105","EVELYN III","EST 477","International","08/06/2016","2005","FIRST 34.7","FARR YACHT DESIGN","BENETEAU","n/a","653.6"
"28","EST","EST00001096","VESILEENU","EST 157","Club","07/06/2016","1984","POLARIS","SET","SET","n/a","721.1"
"29","EST","EST00001090","Matilda 3","EST 462","International","07/06/2016","2005","FIRST 34.7","FARR YACHT DESIGN","BENETEAU","n/a","648.0"
"30","EST","EST00001084","LAGLE II","EST 251","Club","31/05/2016","1984","POLARIS","SET","SET","n/a","734.1"
"31","EST","EST00001083","TUULELIND","EST 209","Club","27/05/2016","2010","VARIANTA 44","JUDEL FRIEDRICH / VROELIJK ROLF","YC GREIFSWALD","n/a","598.6"
"32","EST","EST00001071","MASU","EST 632","Club","24/05/2016","2007","X-34","JEPPESEN NIELS","X-YACHTS","n/a","650.1"
"33","EST","EST00001070","SYLVIA","EST 478","Club","24/05/2016","2006","GRAND SOLEIL 43 BC","CARKEEK / BOTIN","DEL PARDO","n/a","601.4"
"34","EST","EST00001068","MY-CAR","EST 535","Club","19/05/2016","2005","X-35 OD","JEPPESEN NIELS","X-YACHTS","n/a","620.3"
"35","EST","EST00001066","MEREPÄRL","EST 406","Club","19/05/2016","2001","FIRST 36.7","FARR YACHT DESIGN","BENETEAU","n/a","636.9"
"36","EST","EST00001065","VANISHING POINT","EST-31","Club","19/05/2016","1985","X-99","JEPPESEN NIELS","X-YACHTS","n/a","649.7"
"37","EST","EST00001064","TUULE","EST 408","Club","19/05/2016","2003","FIRST 44.7","FARR YACHT DESIGN","BENETEAU","n/a","585.6"
"38","EST","EST00001039","FREYA","EST 571","Club","10/05/2016","2001","FIRST 36.7","FARR YACHT DESIGN","BENETEAU","n/a","636.3"
"39","EST","EST00001034","PEGASUS","EST 599","Club","03/05/2016","SK","FIRST 50 (2006)","BRIAND PHILIPPE","BENETEAU","n/a","553.4"
"40","EST","EST00001030","TECHNONICOL","EST-615","Club","29/04/2016","2006","X-41 OD","JEPPESEN NIELS","X-YACHTS","n/a","569.5"
"41","EST","EST00001029","HELIN","EST 700","Club","29/04/2016","2012","RIDAS 31","BLANK DIETER","RIDAS YACHTS","n/a","665.2"
"42","EST","EST00001027","ADELE","EST 467","Club","29/04/2016","2005","FIRST 34.7","FARR YACHT DESIGN","BENETEAU","n/a","653.8"
"43","EST","EST00001017","BRIGITTA","EST 295","Club","28/04/2016","1999","CROSS 31",,"RIDAS YACHTS","n/a","661.9"
"44","EST","EST00001016","BRIGITTA-X","EST 606","Club","28/04/2016","2007","X-34","JEPPESEN NIELS","X-YACHTS","n/a","648.8"
"45","EST","EST00001009","FORTE","EST 475","Club","26/04/2016","2006","X-41 OD","JEPPESEN NIELS","X-YACHTS","n/a","578.3"
"46","EST","EST00001007","BERTA","EST 619","Club","26/04/2016","2008","ELAN 380","HUMPHREYS","ELAN YACHTS","n/a","621.8"
