"#","RatingOffice","ReferenceNumber","Yacht Name","Sail Number","Certificate GPH","Issue Date","Age","Class","Designer","Builder","aph","gph"
"14","EST","EST00001336","BOSSA NOVA","EST 379","International","30/06/2010","2001","FIRST 36.7","FARR YACHT DESIGN","BENETEAU","n/a","626.7"
"15","EST","EST00001335","TUULELAUL","EST 175","Club","29/06/2010","1984","POLARIS","SET","SET","n/a","721.3"
"16","EST","EST00001329","BLANCA","EST 73","Club","29/06/2010","1984","POLARIS","SET","SET","n/a","723.3"
"17","EST","EST00001323","SILVA","EST 407","International","29/06/2010","2001","FIRST 36.7","FARR YACHT DESIGN","BENETEAU","n/a","626.3"
"18","EST","EST00001315","GRETA","EST F5","Club","29/06/2010","1941","FOLKBOAT",,,"n/a","842.3"
"19","EST","EST00001312","EDASI","EST 11","Club","28/06/2010","1984","POLARIS","SET","SET","n/a","720.2"
"20","EST","EST00001278","RED HOT","EST 453","International","26/06/2010","1991","JEANNEAU 35 OD","ANDRIEU DANIEL","JEANNEAU","n/a","636.0"
"21","EST","EST00001269","ADVENTURE","EST 533","International","25/06/2010","2001","FIRST 36.7","FARR YACHT DESIGN","BENETEAU","n/a","626.0"
"22","EST","EST00001268","STELLA II","EST 572","Club","25/06/2010","2002","FIRST 27.7","FINOT","BENETEAU","n/a","701.7"
"23","EST","EST00001238","VANISHING POINT","EST-31","Club","23/06/2010","1985","X-99","JEPPESEN NIELS","X-YACHTS","n/a","641.7"
"24","EST","EST00001188","FRANZISKA","EST493","Club","16/06/2010","2003","BAVARIA 36",,"BAVARIA YACHTS","n/a","692.8"
"25","EST","EST00001186","BERING","EST 463","International","15/06/2010","2006","X-41 OD","JEPPESEN NIELS","X-YACHTS","n/a","574.3"
"26","EST","EST00001174","LAGLE","EST 15","Club","14/06/2010","1984","POLARIS","SET","SET","n/a","742.4"
"27","EST","EST00001152","ASTRAIA","EST 69","Club","13/06/2010","1992","POLARIS","SET","SET","n/a","718.0"
"28","EST","EST00001140","LOVIISE","EST 194","Club","11/06/2010","1990","POLARIS","SET","SET","n/a","768.9"
"29","EST","EST00001127","DEBORA RODRIQUES","EST 462","Club","10/06/2010","2005","FIRST 34.7","FARR YACHT DESIGN","BENETEAU","n/a","645.3"
"30","EST","EST00001126","KATARINA II","EST 646","Club","10/06/2010","2009","ARCONA 340","QUIBERG STEFAN","ARCONA YACHTS","n/a","616.2"
"31","EST","EST00001124","LILI MARLEEN","EST-216","Club","10/06/2010","1982","X-95","JEPPESEN NIELS","X-YACHTS","n/a","693.1"
"32","EST","EST00001107","PÕHJAKONN","EST 333","International","09/06/2010","1993","X-362 SPORT","JEPPESEN NIELS","X-YACHTS","n/a","641.4"
"33","EST","EST00001101","JINX","EST-642","Club","08/06/2010","1985","X-99","JEPPESEN NIELS","X-YACHTS","n/a","640.9"
"34","EST","EST00001098","KATARINA JEE","EST 464","International","08/06/2010","2005","FIRST 34.7","FARR YACHT DESIGN","BENETEAU","n/a","648.1"
"35","EST","EST00001081","...","EST 537","International","07/06/2010","2004","X-37","JEPPESEN NIELS","X-YACHTS","n/a","620.7"
"36","EST","EST00001064","MASU","EST 632","Club","05/06/2010","2007","X-34","JEPPESEN NIELS","X-YACHTS","n/a","645.7"
"37","EST","EST00001060","PEGASUS","EST 599","Club","05/06/2010","2006","FIRST 50 (2006)","BRIAND PHILIPPE","BENETEAU","n/a","565.8"
"38","EST","EST00001045","St. Iv","EST 617","Club","01/06/2010","1990","CONRAD 1200",,"CONRAD","n/a","655.1"
"39","EST","EST00001037","LADY BIRD","EST 299","International","01/06/2010","2001","AKTON 395","LUTRA","AKTON YACHTS","n/a","579.8"
"40","EST","EST00001033","BRIGITTA","EST 295","Club","31/05/2010","1999","CROSS 31",,"RIDAS YACHTS","n/a","659.9"
"41","EST","EST00001032","PILLE-RIIN","EST 24","Club","31/05/2010","1984","POLARIS","SET","SET","n/a","725.2"
"42","EST","EST00001025","MERIHUNT","EST 270","Club","29/05/2010","1979","X-79","JEPPESEN NIELS","X-YACHTS","n/a","710.0"
"43","EST","EST00001024","MIA","EST 330","International","29/05/2010","2000","GRAND SURPRISE 31","NIVELT BERNARD","ARCHAMBAULT","n/a","640.0"
"44","EST","EST00001018","SANTA MARIA","EST 386","International","27/05/2010","2005","BRIIS 38","JAKOVLEV B","MASTER YACHT INT","n/a","585.2"
"45","EST","EST00000993","BELLA","EST 491","Club","24/05/2010","1998","FIRST 31.7","FARR YACHT DESIGN","BENETEAU","n/a","685.5"
"46","EST","EST00000989","ERNA","EST 207","Club","21/05/2010","1966","L6","KISELEV","VCSPS","n/a","686.2"
"47","EST","EST00000972","FREYA","EST 571","International","19/05/2010","2001","FIRST 36.7","FARR YACHT DESIGN","BENETEAU","n/a","627.3"
"48","EST","EST00000940","WindWalker","EST479","Club","18/05/2010","2003","BAVARIA 37",,"BAVARIA YACHTS","n/a","677.9"
"49","EST","EST00000939","BERTA","EST 619","International","18/05/2010","2008","ELAN 380","HUMPHREYS","ELAN YACHTS","n/a","625.7"
"50","EST","EST00000934","MERION","EST 400","International","18/05/2010","2003","ARCHAMBAULT A40","NIVELT BERNARD","ARCHAMBAULT","n/a","591.0"
"51","EST","EST00000932","LUISA","EST 541","Club","17/05/2010","1981","MAXI FENIX","PETTERSON PELLE","Mölnlycke","n/a","771.1"
"52","EST","EST00000931","TUULE","EST 408","International","17/05/2010","2003","FIRST 44.7","FARR YACHT DESIGN","BENETEAU","n/a","578.8"
"53","EST","EST00000930","LEILA","EST 242","Club","16/05/2010","1984","POLARIS","SET","SET","n/a","723.0"
"54","EST","EST00000926","VESTA R","EST 83","Club","12/05/2010","1981","CETUS","HOFFMAN E","TELIGA L","n/a","625.5"
"55","EST","EST00000913","GEORG","EST-278","International","11/05/2010","1994","X-332","JEPPESEN NIELS","X-YACHTS","n/a","658.3"
"56","EST","EST00000912","MEREPÄRL","EST 406","International","11/05/2010","2001","FIRST 36.7","FARR YACHT DESIGN","BENETEAU","n/a","625.3"
"57","EST","EST00000911","ENELI","EST 107","Club","11/05/2010","1984","POLARIS","SET","SET","n/a","720.1"
"58","EST","EST00000910","LILIANN","EST 396","Club","10/05/2010","1982","ONE OFF","NORLIN PETER","JANSSON / ZARINS","n/a","682.3"
"59","EST","EST00000909","Cherie","EST 633","International","10/05/2010","2009","FIRST 35","FARR YACHT DESIGN","BENETEAU","n/a","624.2"
"60","EST","EST00000865","ZARAH MAY","EST-271","Club","08/05/2010","1997","RIDAS 35","LOENNGREN GUY","RIDAS YACHTS","n/a","650.4"
"61","EST","EST00000863","JUKO","EST 405","Club","08/05/2010","1984","POLARIS","SET","SET","n/a","716.2"
"62","EST","EST00000860","CASSANDRA","EST 513","Club","06/05/2010","1972","MORE 30",,,"n/a","761.7"
"63","EST","EST00000846","ZOO","EST 430","Club","05/05/2010","1979","BANNER 28 RACER MKII","OUDRUP","FIBERBADE","n/a","683.4"
"64","EST","EST00000845","LOTTE","EST 469","Club","05/05/2010","2006","BAVARIA 44","JAKOPIN & JAKOPIN","BAVARIA YACHTS","n/a","612.3"
"65","EST","EST00000831","MATILDA","EST 631","Club","04/05/2010","2007","ELAN 340","HUMPHREYS","ELAN YACHTS","n/a","664.0"
"66","EST","EST00000812","KADRI","EST 185","Club","02/05/2010","1978","CONRAD 25","PETTERSON PELLE","TELIGA L","n/a","745.4"
"67","EST","EST00000806","NAUTILUS","EST 603","Club","02/05/2010","1993","J 80","JOHNSTONE","J BOATS","n/a","671.3"
"68","EST","EST00000804","VESILEENU","EST 157","Club","02/05/2010","1984","POLARIS","SET","SET","n/a","719.3"
"69","EST","EST00000783","CENTAUR","EST 371","Club","02/05/2010","1998","FIRST 31.7","FARR YACHT DESIGN","BENETEAU","n/a","682.0"
"70","EST","EST00000779","LOTE","EST 460","Club","02/05/2010","1974","COMPIS 28","ANDERSSON BERNT","KARLSTAD","n/a","769.4"
"71","EST","EST00000777","ENEL","EST 353","Club","30/04/2010","1999","CROSS 31","BLANK DIETER","RIDAS YACHTS","n/a","657.1"
"72","EST","EST00000776","CHARISMA","EST 608","Club","30/04/2010","2006","ARCHAMBAULT A40 RC","NIVELT BERNARD","ARCHAMBAULT","n/a","558.1"
"73","EST","EST00000772","NORA","EST415","International","29/04/2010","2004","BAVARIA 35 MATCH","JAKOPIN & JAKOPIN","BAVARIA YACHTS","n/a","632.7"
"74","EST","EST00000770","TORMILIND","EST 90","Club","29/04/2010","1981","CETUS","HOFFMAN E","TELIGA L","n/a","608.2"
"75","EST","EST00000769","ADELE","EST 467","International","28/04/2010","2005","FIRST 34.7","FARR YACHT DESIGN","BENETEAU","n/a","648.8"
"76","EST","EST00000768","DEJA VU","EST 494","International","28/04/2010","2005","FIRST 34.7","FARR YACHT DESIGN","BENETEAU","n/a","645.1"
"77","EST","EST00000765","VIRU - I","EST 95","Club","28/04/2010","1978","CONRAD 25","PETTERSON PELLE",,"n/a","748.6"
"78","EST","EST00000764","EVELYN III","EST 477","International","28/04/2010","2005","FIRST 34.7","FARR YACHT DESIGN","BENETEAU","n/a","647.2"
"79","EST","EST00000757","TESSA","EST 324","Club","26/04/2010","1997","RIDAS 35","LOENNGREN GUY / RIDAS","RIDAS YACHTS","n/a","653.0"
"80","EST","EST00000756","MINNI","EST 251","Club","26/04/2010","1984","POLARIS","SET","SET","n/a","723.6"
"81","EST","EST00000755","TRIINI","EST 52","Club","26/04/2010","1977","ALKOR","VCSPS","VCSPS","n/a","682.9"
"82","EST","EST00000722","MARIS","EST 174","Club","22/04/2010","1978","CONRAD 25","PETTERSON PELLE",,"n/a","756.7"
"83","EST","EST00000706","KAROLINA","EST 54","Club","20/04/2010","1975","CARTER 30","CARTER DICK",,"n/a","738.3"
