"#","RatingOffice","ReferenceNumber","Yacht Name","Sail Number","Certificate GPH","Issue Date","Age","Class","Designer","Builder","aph","gph"
"28","EST","EST00000861","TUULE","EST 408","International","12/07/2015","2003","FIRST 44.7","FARR YACHT DESIGN","BENETEAU","n/a","586.6"
"29","EST","EST00000837","VESIKAAR","EST 678","International","09/07/2015","2009","T 34 (2009)","LOSTUZZI MARCO","T-YACHTS","n/a","634.3"
"30","EST","EST00000826","JAZZ","EST 465","International","09/07/2015","2005","FIRST 34.7","FARR YACHT DESIGN","BENETEAU","n/a","651.4"
"31","EST","EST00000810","KADRI","EST 185","Club","07/07/2015","1978","CONRAD 25","PETTERSON PELLE","TELIGA L","n/a","744.5"
"32","EST","EST00000803","EDASI","EST 11","Club","07/07/2015","1984","POLARIS","SET","SET","n/a","722.1"
"33","EST","EST00000796","MINNI","EST 50","International","05/07/2015","2005","X-35 OD","JEPPESEN NIELS","X-YACHTS","n/a","608.8"
"34","EST","EST00000795","CARINA","EST 263","Club","05/07/2015","1999","ONE OFF","VOOREMAA V","FOILS E & V","n/a","633.0"
"35","EST","EST00000754","KATARINA JEE","EST 464","International","29/06/2015","2005","FIRST 34.7","FARR YACHT DESIGN","BENETEAU","n/a","657.0"
"36","EST","EST00000735","TESSA","EST 324","Club","16/06/2015","1997","RIDAS 35","LOENNGREN GUY / RIDAS","RIDAS YACHTS","n/a","654.3"
"37","EST","EST00000661","PÕRGATAJA","EST 647","Club","01/06/2015","2007","ELAN 340","HUMPHREYS","ELAN YACHTS","n/a","654.3"
"38","EST","EST00000659","BERTA","EST 619","Club","01/06/2015","2008","ELAN 380","HUMPHREYS","ELAN YACHTS","n/a","624.5"
"39","EST","EST00000656","TRIINI","EST 52","Club","29/05/2015","1977","ALKOR","VCSPS","VCSPS","n/a","683.1"
"40","EST","EST00000645","LAGLE II","EST 251","Club","28/05/2015","1984","POLARIS","SET","SET","n/a","734.2"
"41","EST","EST00000642","KATARIINA II","EST 646","Club","27/05/2015","2009","ARCONA 340","QUIBERG STEFAN","ARCONA YACHTS","n/a","633.3"
"42","EST","EST00000638","VIRU - I","EST 95","Club","22/05/2015","1978","CONRAD 25","PETTERSON PELLE",,"n/a","749.7"
"43","EST","EST00000629","BRIGITTA","EST 295","Club","20/05/2015","1999","CROSS 31",,"RIDAS YACHTS","n/a","664.5"
"44","EST","EST00000625","MAORI","EST 672","Club","18/05/2015","1995","PLATU 25 OD","FARR YACHT DESIGN","BENETEAU","n/a","689.6"
"45","EST","EST00000620","VESILEENU","EST 157","Club","14/05/2015","1984","POLARIS","SET","SET","n/a","720.6"
"46","EST","EST00000616","TECHNONICOL","EST-615","International","14/05/2015","2006","X-41 OD","JEPPESEN NIELS","X-YACHTS","n/a","571.9"
"47","EST","EST00000606","AURELIA","EST 30","Club","09/05/2015","2004","HANSE 531","JUDEL FRIEDRICH / VROELIJK ROLF","YC GREIFSWALD","n/a","591.1"
"48","EST","EST00000601","EVELYN III","EST 477","Club","05/05/2015","2005","FIRST 34.7","FARR YACHT DESIGN","BENETEAU","n/a","656.5"
"49","EST","EST00000600","CENTAUR","EST 371","International","05/05/2015","1998","FIRST 31.7","FARR YACHT DESIGN","BENETEAU","n/a","677.2"
"50","EST","EST00000586","ÖÖSORR","EST 730","Club","28/04/2015","1984","POLARIS","SET","SET","n/a","723.1"
"51","EST","EST00000583","BRIGITTA-X","EST 606","International","27/04/2015","2007","X-34","JEPPESEN NIELS","X-YACHTS","n/a","650.1"
"52","EST","EST00000581","FANATIC","EST-239","Club","26/04/2015","1997","GUYLINE 355","LOENNGREN GUY","GLOBOTRON","n/a","644.5"
"53","EST","EST00000580","GEMMA","EST 637","Club","23/04/2015","1992","POLARIS","SET","SET","n/a","728.8"
"54","EST","EST00000576","TORMILIND","EST 90","Club","23/04/2015","1981","CETUS","HOFFMAN E","TELIGA L","n/a","612.7"
"55","EST","EST00000574","HELIN","EST 700","Club","12/04/2015","2012","RIDAS 31","BLANK DIETER","RIDAS YACHTS","n/a","667.0"
"56","EST","EST00000572","MASU","EST 632","Club","11/04/2015","2007","X-34","JEPPESEN NIELS","X-YACHTS","n/a","649.8"
