"#","RatingOffice","ReferenceNumber","Yacht Name","Sail Number","Certificate GPH","Issue Date","Age","Class","Designer","Builder","aph","gph"
"1","EST","n/a","VINCA","FIN-7850","n/a","05/10/2007","1991","X-99","JEPPESEN NIELS","X-YACHTS",,
"2","EST","n/a","TUULE","EST 408","Club","07/01/2007","2006","FIRST 44.7","FARR YACHT DESIGN","BENETEAU",,
