"#","RatingOffice","ReferenceNumber","Yacht Name","Sail Number","Certificate GPH","Issue Date","Age","Class","Designer","Builder","aph","gph"
"30","EST","03880000MQK","Meretroll","EST749","Club","20/07/2020","1979","HALLBERG RASSY 312","ENDERLEIN OLLE","HALLBERG RASSY","n/a","744.7"
"31","EST","03880000MQ8","Lumi","EST 462","Club","20/07/2020","2005","FIRST 34.7","FARR YACHT DESIGN","BENETEAU","n/a","639.9"
"32","EST","03880000MP7","Cassandra","EST 166","Club","18/07/2020","2005","FIRST 34.7","BENETEAU","FARR YD","n/a","648.5"
"33","EST","03880000MCE","SILVA","EST 407","Club","10/07/2020","2001","FIRST 36.7","FARR YACHT DESIGN","BENETEAU","n/a","629.5"
"34","EST","03880000MB9","SUGAR","EST-774","Club","10/07/2020","2014","ITALIA 9.98 F","POLLI","ITALIA YACHTS","n/a","616.8"
"35","EST","03880000MB8","ALIS CAFO","EST822","Club","10/07/2020","1990","GUYLINE 822",,,"n/a","682.3"
"36","EST","03880000MB5","WindWalker","EST479","Club","10/07/2020","2002","BAVARIA 37",,"BAVARIA YACHTS","n/a","668.7"
"37","EST","03880000M62","PEGASUS","EST 599","Club","07/07/2020","2006","FIRST 50","BRIAND PHILIPPE","BENETEAU","n/a","552.3"
"38","EST","03880000M5W","MIA","EST 330","Club","07/07/2020","2000","GRAND SURPRISE 31","NIVELT BERNARD","ARCHAMBAULT","n/a","619.9"
"39","EST","03880000M5J","SYLVIA","EST 478","Club","07/07/2020","2005","GRAND SOLEIL 43 BC","CARKEEK / BOTIN","DEL PARDO","n/a","600.5"
"40","EST","03880000M4C","BELLA","EST25","Club","07/07/2020","1976","BELLONA 23",,"ROOTSI","n/a","814.3"
"41","EST","03880000LVW","LIZA 1","EST 734","Club","03/07/2020","1978","EXTRA PAULETTE","NIVELT BERNARD",,"n/a","739.9"
"42","EST","03880000LVU","Azzurra","EST944","Club","03/07/2020","1979","INFERNO 29",,,"n/a","697.5"
"43","EST","03880000LVR","MERION-X","EST 710","Club","03/07/2020","2010","XP-44","JEPPESEN NIELS","X-YACHTS","n/a","553.7"
"44","EST","03880000LVD","MERION","EST 400","Club","03/07/2020","2003","ARCHAMBAULT A40","NIVELT BERNARD","ARCHAMBAULT","n/a","566.5"
"45","EST","03880000LVC","PÕRGATAJA","EST 647","Club","03/07/2020","2007","ELAN 340","HUMPHREYS","ELAN YACHTS","n/a","653.6"
"46","EST","03880000LUV","Maimu","EST286","Club","03/07/2020","1978","KINGCRUISER 29","BATVARF A","FOY FISKARS","n/a","741.9"
"47","EST","03880000LU6","Heidi","EST567","Club","03/07/2020","2007","HANSE 400","JUDEL FRIEDRICH / VROELIJK ROLF","HANSE YACHTS","n/a","616.0"
"48","EST","03880000LU5","VESILEENU","EST 157","Club","03/07/2020","1984","POLARIS","SET","SET","n/a","713.2"
"49","EST","03880000LU0","KATARIINA II","EST 646","Club","03/07/2020","2009","ARCONA 340","QUIBERG STEFAN","ARCONA YACHTS","n/a","620.1"
"50","EST","03880000LST","Valentina","EST716","Club","02/07/2020","2009","BAVARIA 32","FARR YACHT DESIGN","BAVARIA YACHTS","n/a","708.3"
"51","EST","03880000LSQ","INANNA","EST 969","Club","02/07/2020","1991","FIRST 53 F5","FARR YACHT DESIGN","BENETEAU","n/a","593.3"
"52","EST","03880000LSI","DIRECTO","EST 998","Club","02/07/2020","2014","ITALIA 9.98 F","POLLI","ITALIA YACHTS","n/a","624.9"
"53","EST","03880000LS3","ZUXU","EST 539","Club","02/07/2020","2005","COMET 41 S","VALLICELLI ANDREA","COMAR YACHTS","n/a","578.5"
"54","EST","03880000LS2","ATLANDI VÕLG X","EST765","Club","02/07/2020","1985","X-99","JEPPESEN NIELS","X-YACHTS","n/a","638.4"
"55","EST","03880000LS1","JÄÄLIND","EST990","Club","02/07/2020","1985","X-99","JEPPESEN NIELS","X-YACHTS","n/a","636.6"
"56","EST","03880000LPJ","LINDA","EST1","Club","01/07/2020","1972","CONRAD 54",,"YACHTOVA, GDANSK","n/a","578.4"
"57","EST","03880000LPI","DEJA VU","EST542","Club","01/07/2020","2016","DUFOUR 382 GL","FELCI","DUFOUR","n/a","671.6"
"58","EST","03880000LNL","EDASI","EST 11","Club","30/06/2020","1984","POLARIS","SET","SET","n/a","715.1"
"59","EST","03880000LN4","TUULE","EST 408","Club","30/06/2020","2003","FIRST 44.7","FARR YACHT DESIGN","BENETEAU","n/a","567.3"
"60","EST","03880000LMQ","Xperiment","EST915","Club","30/06/2020","1985","X-99","JEPPESEN NIELS","X-YACHTS","n/a","619.2"
"61","EST","03880000LLM","Marie","EST223","Club","29/06/2020","1984","POLARIS",,,"n/a","745.6"
"62","EST","03880000LKN","INANNA","EST 969","DH Club","29/06/2020","1991","FIRST 53 F5","FARR YACHT DESIGN","BENETEAU","n/a","595.7"
"63","EST","03880000LI2","Skane Saga","EST F40","DH Club","26/06/2020","1941","FOLKBOAT",,"SET","n/a","875.1"
"64","EST","03880000L5N","EVELYN III","EST 477","Club","22/06/2020","2005","FIRST 34.7","FARR YACHT DESIGN","BENETEAU","n/a","645.2"
"65","EST","03880000L3E","SANTA MARIA","EST 386","Club","19/06/2020","2005","BRIIS 38","JAKOVLEV B","MASTER YACHT INT","n/a","589.4"
"66","EST","03880000L26","Roxanna","EST 748","Club","19/06/2020","1979","X-79","JEPPESEN NIELS","X-YACHTS","n/a","711.9"
"67","EST","03880000L23","Pinta","EST 57","Club","19/06/2020","1974","TAURUS","GOGOLKEVICH","TELIGA L","n/a","716.6"
"68","EST","03880000KWA","Skane Saga","EST F40","Club","18/06/2020","1941","FOLKBOAT",,"SET","n/a","834.0"
"69","EST","03880000KRA","Skane Saga","EST F40","Club","17/06/2020","1941","FOLKBOAT",,"SET","n/a","846.9"
"70","EST","03880000KR8","MERILANE","EST 959","DH Club","17/06/2020","1978","ALBIN EXPRESS","NORLIN PETER","ALBIN MARINE","n/a","737.6"
"71","EST","03880000KQW","JULECHKA","EST437","Club","17/06/2020","1969","RJ 85",,"JACOBSSON","n/a","770.1"
"72","EST","03880000KQO","JAZZ","EST 465","Club","17/06/2020","2005","FIRST 34.7","FARR YACHT DESIGN","BENETEAU","n/a","640.9"
"73","EST","03880000KPA","Skane Saga","EST F15","DH Club","16/06/2020","1941","FOLKBOAT",,"SET","n/a","910.6"
"74","EST","03880000KP9","TEMPER","EST-188","Club","16/06/2020","1983","FINNFLYER 31","STILL EIVIND","POLAR YACHTS","n/a","695.8"
"75","EST","03880000KOI","PÕHJATÄHT","EST404","Club","16/06/2020","2005","BAVARIA 30","JAKOPIN & JAKOPIN","BAVARIA YACHTS","n/a","699.6"
"76","EST","03880000KOF","KAIJA","EST29","DH Club","16/06/2020","1978","OPTY 71",,"TELIGA L","n/a","809.4"
"77","EST","03880000KMN","LA FOLIE","EST438","Club","15/06/2020","1979","COMFORT 26","ALBINSSON","COMFORT YACHTS","n/a","737.3"
"78","EST","03880000KI9","FANATIC","EST-239","Club","11/06/2020","1997","GUYLINE 355","LOENNGREN GUY","GLOBOTRON","n/a","636.5"
"79","EST","03880000KI0","New Deal","EST725","Club","11/06/2020","1981","MAXI MIXER 35","PETTERSON PELLE","MAXI","n/a","688.3"
"80","EST","03880000KHV","LAGLE III","EST 554","Club","11/06/2020","1981","FINN EXPRESS 83","STILL EIVIND","NYKRA","n/a","746.0"
"81","EST","03880000KHR","Christine","EST769","Club","11/06/2020","1978","HALLBERG RASSY 31",,"HALLBERG RASSY","n/a","788.1"
"82","EST","03880000KHP","Dolly","EST427","Club","11/06/2020","1970","OHLSON 29",,"ARTECNO","n/a","754.6"
"83","EST","03880000KHK","VARBLANE-ON-KOTKAS","EST 1","Club","11/06/2020","1966","SOLING","LINGE JAN H",,"n/a","702.3"
"84","EST","03880000KBF","SEABIRD","EST 337","Club","09/06/2020","1998","FIRST 31.7","FARR YACHT DESIGN","BENETEAU","n/a","679.3"
"85","EST","03880000K46","Sly","EST248","Club","08/06/2020","1981","MACH 3",,"FRAM","n/a","659.6"
"86","EST","03880000K3I","CHANTAL","EST267","Club","07/06/2020","2000","MANNERBERG 31",,"RAJAKALLIO","n/a","643.5"
"87","EST","03880000K1T","KHERPI","EST684","Club","06/06/2020","1972","NARDUS 92",,"JOHANSEN ROBERT","n/a","718.6"
"88","EST","03880000K1I","CARINA","EST-263","Club","05/06/2020","1999","ONE OFF","VOOREMAA V","FOILS E & V","n/a","621.8"
"89","EST","03880000K1H","Long Gong","est662","Club","05/06/2020","1984","POLARIS",,,"n/a","734.5"
"90","EST","03880000K1F","Tiina","EST F15","DH Club","05/06/2020","1941","FOLKBOAT",,"SET","n/a","872.4"
"91","EST","03880000K1E","Tiina","EST F15","Club","05/06/2020","1941","FOLKBOAT",,"SET","n/a","867.7"
"92","EST","03880000K14","Celia","EST-739","Club","05/06/2020","1979","INFERNO 29","SODERGREN HAKAN",,"n/a","697.4"
"93","EST","03880000K13","LOTTA","EST-683","Club","05/06/2020","1975","ALBIN 79","MAGNUSSON ROLF","ALBIN MARINE","n/a","811.1"
"94","EST","03880000K12","Ägelind","EST-67","Club","05/06/2020","1984","HALLBERG RASSY 26","ENDERLEIN OLLE","HALLBERG RASSY","n/a","801.3"
"95","EST","03880000K11","BLACK BIRD","EST-574","Club","05/06/2020","1976","BIRDIE 24","BECKER HARRY",,"n/a","786.0"
"96","EST","03880000K0O","HELIN","EST 700","Club","05/06/2020","2012","RIDAS 31","BLANK DIETER","RIDAS YACHTS","n/a","658.3"
"97","EST","03880000K0A","EdelWeiss","EST-678","DH Club","05/06/2020","2009","T 34","LOSTUZZI MARCO","T-YACHTS","n/a","636.6"
"98","EST","03880000K06","Trio","EST-753","Club","05/06/2020","1967","H BOAT","GROOP HANS",,"n/a","758.0"
"99","EST","03880000K05","Niine","EST-723","Club","05/06/2020","1981","FENIX",,"ROOTSI","n/a","749.2"
"100","EST","03880000K04","STELLA II","EST-572","Club","05/06/2020","2002","FIRST 27.7","FINOT","BENETEAU","n/a","692.4"
"101","EST","03880000K03","SINILIND","EST-520","Club","05/06/2020","1993","BAVARIA 33","JAKOPIN & JAKOPIN","BAVARIA YACHTS","n/a","677.4"
"102","EST","03880000JWW","Take Off","EST-433","Club","05/06/2020","2007","ELAN 410","HUMPHREYS","ELAN YACHTS","n/a","587.7"
"103","EST","03880000JWV","ESTELLE","EST-413","Club","05/06/2020","1978","ALBIN CIRRUS 7.8","NORLIN PETER","ALBIN MARINE","n/a","769.2"
"104","EST","03880000JWT","NELE","EST-51","Club","05/06/2020","1963","L 6",,"VCSPS","n/a","688.0"
"105","EST","03880000JWS","PORT ARTUR","EST-31","Club","05/06/2020","1985","X-99","JEPPESEN NIELS","X-YACHTS","n/a","651.3"
"106","EST","03880000JWP","ADVENTURE","EST 533","Club","05/06/2020","2001","FIRST 36.7","FARR YACHT DESIGN","BENETEAU","n/a","638.8"
"107","EST","03880000JWE","ADELE","EST 467","Club","05/06/2020","2005","FIRST 34.7","FARR YACHT DESIGN","BENETEAU","n/a","643.5"
"108","EST","03880000JW4","CENTAUR","EST371","Club","05/06/2020","1998","FIRST 31.7","FINOT","BENETEAU","n/a","669.0"
"109","EST","03880000JW3","URD","EST370","Club","05/06/2020","1974","COMFORT 30","ALBINSSON","COMFORT YACHTS","n/a","731.8"
"110","EST","03880000JVO","Koduklaas","EST335","Club","05/06/2020","1997","PLATU 25 OD","FARR YACHT DESIGN","BENETEAU","n/a","663.7"
"111","EST","03880000JVE","GEORG","EST-278","Club","05/06/2020","1994","X-332","JEPPESEN NIELS","X-YACHTS","n/a","645.7"
"112","EST","03880000JV9","Hope","EST 270","Club","05/06/2020","1979","X-79","JEPPESEN NIELS","X-YACHTS","n/a","704.4"
"113","EST","03880000JUE","VIGURPILT","est134","Club","05/06/2020","1984","POLARIS",,,"n/a","717.2"
"114","EST","03880000JU1","ELLI","EST-728","Club","05/06/2020","2000","DELPHIA 37","DELPHIA YACHTS",,"n/a","657.4"
"115","EST","03880000JU0","RIIN","EST 103","Club","05/06/2020","1976","APHRODITE 30",,,"n/a","739.7"
"116","EST","03880000JTW","PILLE-RIIN","EST 24","Club","05/06/2020","1984","POLARIS 17","SET","SET","n/a","718.7"
"117","EST","03880000JTV","LOTE","EST 460","Club","05/06/2020","1974","COMPIS 28","ANDERSSON BERNT","KARLSTAD","n/a","745.3"
"118","EST","03880000JTU","LILIANN","EST 396","Club","05/06/2020","1982","ONE OFF","NORLIN PETER","JANSSON / ZARINS","n/a","669.3"
"119","EST","03580000JHM","BRIGITTA","EST 295","Club","31/05/2020","1999","CROSS 31",,"RIDAS YACHTS","n/a","657.1"
"120","EST","03580000JHI","WIZARD","EST 745","Club","31/05/2020","2009","FIRST 35","FARR YACHT DESIGN","BENETEAU","n/a","623.5"
"121","EST","03580000JHH","MERION","EST 400","Club","31/05/2020","2003","ARCHAMBAULT A40","NIVELT BERNARD","ARCHAMBAULT","n/a","568.8"
"122","EST","03580000JFW","MARIA 2","EST 328","Club","30/05/2020","1984","POLARIS","SET","NAVICOM POLEN","n/a","744.1"
"123","EST","03580000JFT","ELEVANTS","EST 220","Club","30/05/2020","1968","COMPIS 28","ANDERSSON BERNT","COMPISBOTAR","n/a","755.9"
"124","EST","03580000JCD","ERNA","EST207","Club","30/05/2020","1963","L 6",,"VSPS","n/a","679.9"
"125","EST","03580000JA7","EMERALD","EST 221","Club","30/05/2020","1997","RIDAS 35","LOENNGREN GUY","RIDAS YACHTS","n/a","647.2"
"126","EST","03580000J7S","AMSERV TOYOTA ST","EST 379","Club","29/05/2020","2001","FIRST 36.7","FARR YACHT DESIGN","BENETEAU","n/a","626.4"
"127","EST","03580000J7Q","NORA LII","EST 345","Club","29/05/2020","1997","RIDAS 35","LOENNGREN GUY / RIDAS","RIDAS YACHTS","n/a","636.7"
"128","EST","03580000J7H","KAIJA","EST29","DH Club","29/05/2020","1978","OPTY 71",,"TELIGA L","n/a","783.6"
"129","EST","03580000J3T","Tuuslar","EST 4","Club","29/05/2020","1972","CARTER 30","CARTER DICK","TELIGA L","n/a","749.1"
"130","EST","03580000J3N","PREMIUM","EST 499","Club","29/05/2020","2006","X-41 OD","JEPPESEN NIELS","X-YACHTS","n/a","567.0"
"131","EST","03580000J30","PLANEER","EST 817","Club","28/05/2020","1998","FIRST 31.7",,"BENETEAU","n/a","671.5"
"132","EST","03580000J2W","KUU","EST 738","Club","28/05/2020","1979","MAXI 84","PETTERSON PELLE","MAXI","n/a","765.6"
"133","EST","03580000J2K","Cherie","EST 633","Club","28/05/2020","2009","FIRST 35","FARR YACHT DESIGN","BENETEAU","n/a","623.7"
"134","EST","03580000J2I","MIRA","EST 313","DH Club","28/05/2020","1976","OMEGA 28","STAHLE PETER","ARONSSON","n/a","753.1"
"135","EST","03580000J2C","Astrid","EST 983","Club","28/05/2020","1981","FENIX",,"MAXI","n/a","763.1"
"136","EST","03580000J25","Foca","EST532","Club","28/05/2020","1995","POGO 650",,"POGO STRUCTURES","n/a","658.8"
"137","EST","03580000J0C","DOLPHI","EST122","DH Club","27/05/2020","1998","OCEANIS 311","FINOT","BENETEAU","n/a","689.8"
"138","EST","03580000J07","EdelWeiss","EST 678","Club","27/05/2020","2009","T 34","LOSTUZZI MARCO","T-YACHTS","n/a","619.4"
"139","EST","03580000J03","VENUS","EST 319","Club","27/05/2020","1997","RIDAS 35","LOENNGREN GUY","RIDAS YACHTS","n/a","644.1"
"140","EST","03580000J02","MY-CAR","EST 535","DH Club","27/05/2020","2005","X-35 OD","JEPPESEN NIELS","X-YACHTS","n/a","633.0"
"141","EST","03580000IVU","FORTE","EST 475","Club","27/05/2020","2006","X-41 OD","JEPPESEN NIELS","X-YACHTS","n/a","571.9"
"142","EST","03580000IVT","KAIJA","EST29","Club","27/05/2020","1978","OPTY 71",,"TELIGA L","n/a","772.5"
"143","EST","03580000IVF","MINNI","EST 50","International","26/05/2020","2005","X-35 OD","JEPPESEN NIELS","X-YACHTS","n/a","610.5"
"144","EST","03580000IVE","MERILANE","EST 959","Club","26/05/2020","1978","ALBIN EXPRESS","NORLIN PETER","ALBIN MARINE","n/a","725.3"
"145","EST","03580000IVD","METTE","EST 343","DH Club","26/05/2020","1981","FENIX","PETTERSON PELLE","PETTERSSON PELE","n/a","797.3"
"146","EST","03580000IT9","JAZZ","EST 465","DH Club","26/05/2020","2005","FIRST 34.7","FARR YACHT DESIGN","BENETEAU","n/a","685.9"
"147","EST","03580000IT8","DiWeiss","EST415","DH Club","26/05/2020","2004","BAVARIA 35 MATCH","JAKOPIN & JAKOPIN","BAVARIA YACHTS","n/a","662.1"
"148","EST","03580000IT7","BERTA","EST 619","Club","26/05/2020","2008","ELAN 380","HUMPHREYS","ELAN YACHTS","n/a","619.7"
"149","EST","03580000IT5","POSTIMEES SAILING TEAM","EST 850","Club","26/05/2020","2018","ONE OFF","CYD","RIDAS YACHTS","n/a","598.1"
"150","EST","03580000IT0","W-Lind","EST F32","DH Club","25/05/2020","1941","FOLKBOAT",,"SET","n/a","874.4"
"151","EST","03580000ISW","W-Lind","EST F32","Club","25/05/2020","1941","FOLKBOAT",,"SET","n/a","836.0"
"152","EST","03580000ISV","DOLPHI","EST122","Club","25/05/2020","1998","OCEANIS 311","FINOT","BENETEAU","n/a","680.3"
"153","EST","03580000ISJ","AUGUST","EST 301","DH Club","25/05/2020","2008","SUN ODYSSEY 30 I","LOMBARD MARC","JEANNEAU","n/a","760.8"
"154","EST","03580000ISH","AUGUST","EST 301","Club","25/05/2020","2008","SUN ODYSSEY 30 I","LOMBARD MARC","JEANNEAU","n/a","719.3"
"155","EST","03580000ISB","EDDA","EST894","Club","25/05/2020","1981","FENIX",,"MAXI","n/a","762.8"
"156","EST","03580000ISA","KESSU","EST 877","DH Club","25/05/2020","1974","BECKER 27",,"BK MARINE","n/a","835.4"
"157","EST","03580000IS8","ÖÖSORR","EST 730","DH Club","25/05/2020","1984","POLARIS","SET","SET","n/a","731.5"
"158","EST","03580000IP4","ESTELLA","EST 970","DH Club","25/05/2020","1981","FENIX","PETTERSON PELLE","PETTERSSON PELE","n/a","802.8"
"159","EST","03580000ION","MARIA","EST 43","Club","25/05/2020","1972","CARTER 30",,"TELIGA L","n/a","736.5"
"160","EST","03580000IOM","CALENA","EST 381","Club","25/05/2020","1996","FARR 30 OD","FARR YACHT DESIGN","OVINGTON MARINE","n/a","579.3"
"161","EST","03580000IN5","KATARIINA II","EST 646","Club","23/05/2020","2009","ARCONA 340","QUIBERG STEFAN","ARCONA YACHTS","n/a","617.4"
"162","EST","03580000IN3","VIRU - I","EST 95","Club","23/05/2020","1978","CONRAD 25","PETTERSON PELLE",,"n/a","738.6"
"163","EST","03580000IN2","DiWeiss","EST415","Club","23/05/2020","2004","BAVARIA 35 MATCH","JAKOPIN & JAKOPIN","BAVARIA YACHTS","n/a","631.0"
"164","EST","03580000IN0","KESSU","EST 877","Club","23/05/2020","1974","BECKER 27",,"BK MARINE","n/a","790.4"
"165","EST","03580000ILC","LUST","EST 284","Club","21/05/2020","1969","RJ 85",,"JACOBSSON","n/a","760.0"
"166","EST","03580000IL2","MARY LOU","EST 688","Club","21/05/2020","1969","RJ 85",,"JACOBSSON","n/a","766.4"
"167","EST","03580000IL1","BORA","EST 733","Club","21/05/2020","1984","POLARIS",,"SET","n/a","728.4"
"168","EST","03580000IKS","Sinilind","EST-309","Club","20/05/2020","1969","ROCK 20","SASS HEINZ-JURGEN","BIRKA MARINE","n/a","827.0"
"169","EST","03580000IJB","ÖÖSORR","EST 730","Club","20/05/2020","1984","POLARIS","SET","SET","n/a","722.6"
"170","EST","03580000IJ9","SILVA","EST 407","Club","20/05/2020","2001","FIRST 36.7","FARR YACHT DESIGN","BENETEAU","n/a","630.6"
"171","EST","03580000IIQ","WENNA","EST 698","Club","19/05/2020","1974","BECKER 27",,"BK MARINE","n/a","777.6"
"172","EST","03580000IH6","DIRECTO","EST 998","Club","19/05/2020","2014","ITALIA 9.98 F","POLLI","ITALIA YACHTS","n/a","625.8"
"173","EST","03580000IFR","ESTELLA","EST 970","Club","18/05/2020","1981","FENIX","PETTERSON PELLE","PETTERSSON PELE","n/a","763.7"
"174","EST","03580000IFQ","METTE","EST 343","Club","18/05/2020","1981","FENIX","PETTERSON PELLE","PETTERSSON PELE","n/a","762.3"
"175","EST","03580000IEQ","Väike Müü","EST 431","Club","18/05/2020","1993","APHRODITE 22",,,"n/a","818.2"
"176","EST","03580000ICC","Credit 24 Sailing","EST 703","Club","15/05/2020","2011","SALONA 38","JAKOPIN & JAKOPIN","AD YACHTS","n/a","601.2"
"177","EST","03580000I70","ALLEGRO","EST 243","Club","14/05/2020","1967","INT. 8M",,"MARIEHOLM BRUK","n/a","816.8"
"178","EST","03580000I5J","MY FIRST","EST 60","Club","14/05/2020","1991","FIRST 45 F5","FARR YACHT DESIGN","BENETEAU","n/a","610.6"
"179","EST","03580000I4N","TUULELIND","EST 209","Club","14/05/2020","2010","VARIANTA 44","JUDEL FRIEDRICH / VROELIJK ROLF","YC GREIFSWALD","n/a","588.0"
"180","EST","03580000HVN","MASU","EST 632","Club","08/05/2020","2007","X-34","JEPPESEN NIELS","X-YACHTS","n/a","645.9"
"181","EST","03580000HMN","BLUE LARK","EST 708","Club","30/04/2020","2001","FIRST 36.7","FARR YACHT DESIGN","BENETEAU","n/a","629.1"
"182","EST","03580000HMM","HILJA","EST 920","Club","30/04/2020","2009","BAVARIA 32","FARR YACHT DESIGN","BAVARIA YACHTS","n/a","722.5"
"183","EST","03580000HFW","SARAH-MEE 2","EST661","Club","27/04/2020","2002","SUN ODYSSEY 32",,"JEANNEAU","n/a","704.5"
"184","EST","03580000HFV","Ragamuffin","EST326","Club","27/04/2020","1978","ALBIN EXPRESS","NORLIN PETER","ALBIN MARINE","n/a","728.4"
"185","EST","03580000HEO","FREYA","EST 571","Club","22/04/2020","2001","FIRST 36.7","FARR YACHT DESIGN","BENETEAU","n/a","629.2"
"186","EST","03580000HEN","Rebella","EST742","Club","22/04/2020","1981","One Off 33","HOLLAND RON",,"n/a","660.1"
"187","EST","03580000HD6","MERCURIUS","EST 45","Club","17/04/2020","1975","CARTER 30","CARTER DICK","TELIGA L","n/a","729.2"
"188","EST","03580000HD5","JAZZ","EST 465","Club","17/04/2020","2005","FIRST 34.7","FARR YACHT DESIGN","BENETEAU","n/a","641.2"
"189","EST","03580000HD4","BRIGITTA-X","EST 606","Club","17/04/2020","2007","X-34","JEPPESEN NIELS","X-YACHTS","n/a","639.9"
"190","EST","03580000H9K","MIRA","EST 313","Club","15/04/2020","1976","OMEGA 28","STAHLE PETER","ARONSSON","n/a","742.7"
"191","EST","03580000FCF","Christlyn","EST680","Club","01/04/2020","2009","HANSE 325",,"HANSE YACHTS","n/a","694.1"
"192","EST","03580000FCE","ANETE","EST241","Club","01/04/2020","1978","ALBIN CIRRUS 7.8","NORLIN PETER",,"n/a","775.9"
"193","EST","03580000FCD","Cassandra","EST 166","Club","01/04/2020","2005","FIRST 34.7","BENETEAU","FARR YD","n/a","649.5"
