"#","RatingOffice","ReferenceNumber","Yacht Name","Sail Number","Certificate GPH","Issue Date","Age","Class","Designer","Builder","aph","gph"
"54","EST","EST00000161","4 energy","EST 573","Club","17/05/2009","1993","MELGES 24","REICHEL / PUGH",,"n/a","605.1"
"55","EST","EST00000160","RED DREAM","EST 545","International","17/05/2009","2007","DEHLER 34","VOOGD / SIMONIS ALEXANDER","DEHLER","n/a","623.8"
"56","EST","EST00000155","MERION","EST 400","International","16/05/2009","2003","ARCHAMBAULT A40","NIVELT BERNARD","ARCHAMBAULT","n/a","587.8"
"57","EST","EST00000154","LILIANN","EST 396","Club","16/05/2009","1982","ONE OFF","NORLIN PETER","JANSSON / ZARINS","n/a","681.0"
"58","EST","EST00000153","WindWalker","EST479","Club","16/05/2009","2003","BAVARIA 37",,"BAVARIA YACHTS","n/a","672.4"
"59","EST","EST00000152","LILI MARLEEN","EST-216","Club","16/05/2009","1982","X-95","JEPPESEN NIELS","X-YACHTS","n/a","685.4"
"60","EST","EST00000151","MEREPÄRL","EST 406","International","16/05/2009","2001","FIRST 36.7","FARR YACHT DESIGN","BENETEAU","n/a","622.6"
"61","EST","EST00000150","ERNA","EST 207","Club","16/05/2009","1966","L 6","KISELEV","VCSPS","n/a","694.0"
"62","EST","EST00000146","DEJA VU","EST 494","International","12/05/2009","2005","FIRST 34.7","FARR YACHT DESIGN","BENETEAU","n/a","643.0"
"63","EST","EST00000144","ZARAH MAY","EST-271","International","11/05/2009","1997","RIDAS 35","LOENNGREN GUY","RIDAS YACHTS","n/a","643.0"
"64","EST","EST00000131","KATARINA JEE","EST 464","International","09/05/2009","2005","FIRST 34.7","FARR YACHT DESIGN","BENETEAU","n/a","646.0"
"65","EST","EST00000128","BETA I","EST 358","Club","06/05/2009","1904","FIRST CLASS 7.5",,"BENETEAU","n/a","659.4"
"66","EST","EST00000127","CASSANDRA","EST 513","Club","06/05/2009","1972","MORE 30",,,"n/a","755.7"
"67","EST","EST00000126","SINILIND","EST 520","Club","06/05/2009","1930","BAVARIA 33",,"BAVARIA YACHTS","n/a","687.5"
"68","EST","EST00000125","TUULELAUL","EST 175","Club","05/05/2009","1984","POLARIS","SET","SET","n/a","724.5"
"69","EST","EST00000123","CHARISMA","EST 608","Club","05/05/2009","2006","ARCHAMBAULT A40 RC","NIVELT BERNARD","ARCHAMBAULT","n/a","556.9"
"70","EST","EST00000119","MY CLIPPER","EST 373","Club","05/05/2009","1999","OCEANIS 373","NIVELT BERNARD","BENETEAU","n/a","693.1"
"71","EST","EST00000118","ALFA I","EST 359","Club","05/05/2009","1904","FIRST CLASS 7.5",,"BENETEAU","n/a","659.4"
"72","EST","EST00000116","SANTA MARIA","EST 386","Club","04/05/2009","2005","BRIIS 38","JAKOVLEV B","MASTER YACHT INT","n/a","586.0"
"73","EST","EST00000111","VIRU - I","EST 95","Club","04/05/2009","1982","CONRAD 25","PETTERSON PELLE",,"n/a","755.3"
"74","EST","EST00000110","VESILENNUK","EST 94","International","04/05/2009","1992","POLARIS","SET","SET","n/a","727.1"
"75","EST","EST00000108","BLANCA","EST 73","Club","04/05/2009","1984","POLARIS","SET","SET","n/a","724.2"
"76","EST","EST00000102","BOSSA NOVA","EST 379","International","03/05/2009","2001","FIRST 36.7","FARR YACHT DESIGN","BENETEAU","n/a","620.3"
"77","EST","EST00000085","ROCK CITY","EST 761","Club","02/05/2009","1993","MELGES 24","REICHEL / PUGH",,"n/a","605.1"
"78","EST","EST00000084","DEJA VU","EST 646","Club","02/05/2009","1993","MELGES 24","REICHEL / PUGH",,"n/a","605.1"
"79","EST","EST00000082","NAUTILUS","EST 603","Club","02/05/2009","1993","J 80","JOHNSTONE","J BOATS","n/a","669.4"
"80","EST","EST00000079","FRANZISKA","EST493","Club","02/05/2009","2003","BAVARIA 36",,"BAVARIA YACHTS","n/a","694.3"
"81","EST","EST00000078","EVELYN III","EST 477","International","02/05/2009","2005","FIRST 34.7","FARR YACHT DESIGN","BENETEAU","n/a","644.4"
"82","EST","EST00000077","FORTE","EST 475","International","02/05/2009","2006","X-41 OD","JEPPESEN NIELS","X-YACHTS","n/a","571.2"
"83","EST","EST00000076","LOTTE","EST 469","Club","02/05/2009","2006","BAVARIA 44","JAKOPIN & JAKOPIN","BAVARIA YACHTS","n/a","605.7"
"84","EST","EST00000075","JAZZ","EST 465","International","02/05/2009","2005","FIRST 34.7","FARR YACHT DESIGN","BENETEAU","n/a","643.0"
"85","EST","EST00000074","NORA","EST415","International","02/05/2009","2004","BAVARIA 35 MATCH","JAKOPIN & JAKOPIN","BAVARIA YACHTS","n/a","630.1"
"86","EST","EST00000071","POHJATÄHT","EST 404","Club","02/05/2009",,"BAVARIA 30",,"BAVARIA YACHTS","n/a","710.8"
"87","EST","EST00000070","VIVIDOR","EST 345","International","02/05/2009","1997","RIDAS 35","LOENNGREN GUY / RIDAS","RIDAS YACHTS","n/a","647.3"
"88","EST","EST00000069","SEABIRD","EST 337","Club","02/05/2009","1998","FIRST 31.7","FARR YACHT DESIGN","BENETEAU","n/a","679.8"
"89","EST","EST00000067","VICTORIA","EST 311","International","02/05/2009","1997","RIDAS 35","LOENNGREN GUY","RIDAS YACHTS","n/a","638.4"
"90","EST","EST00000066","KARINA","EST 267","Club","02/05/2009","1975","CARTER 30","CARTER DICK",,"n/a","741.1"
"91","EST","EST00000065","KAROLINA","EST 54","Club","02/05/2009","1975","CARTER 30","CARTER DICK",,"n/a","734.9"
"92","EST","EST00000064","MERCURIUS","EST 45","Club","02/05/2009","1975","CARTER 30","CARTER DICK",,"n/a","733.8"
"93","EST","EST00000063","LAGLE","EST 15","Club","02/05/2009","1984","POLARIS","SET","SET","n/a","721.0"
"94","EST","EST00000062","LAGLE","EST 25","Club","02/05/2009","1984","POLARIS","SET","SET","n/a","721.0"
"95","EST","EST00000061","LOTE","EST 460","Club","02/05/2009","1974","COMPIS 28","ANDERSSON BERNT","KARLSTAD","n/a","768.7"
"96","EST","EST00000060","ZOO","EST 430","Club","02/05/2009","1979","BANNER 28 RACER MKII","OUDRUP","FIBERBADE","n/a","682.8"
"97","EST","EST00000059","CENTAUR","EST 371","International","02/05/2009","1998","FIRST 31.7","FARR YACHT DESIGN","BENETEAU","n/a","676.0"
"98","EST","EST00000058","VESILEENU","EST 157","Club","02/05/2009","1984","POLARIS","SET","SET","n/a","722.3"
"99","EST","EST00000057","ENE","EST 93","Club","02/05/2009","1981","CONRAD 25","PETTERSON PELLE",,"n/a","757.4"
"100","EST","EST00000056","TRIINI","EST 52","Club","02/05/2009","1977","ALKOR","VCSPS","VCSPS","n/a","680.3"
"101","EST","EST00000055","MARIS","EST 174","Club","02/05/2009","1985","CONRAD 25","PETTERSON PELLE",,"n/a","768.0"
