"#","RatingOffice","ReferenceNumber","Yacht Name","Sail Number","Certificate GPH","Issue Date","Age","Class","Designer","Builder","aph","gph"
"30","EST","043400027DQ","MASU","EST 632","NS International","21/07/2022","2007","X-34","JEPPESEN NIELS","X-YACHTS","606.1","685.5"
"31","EST","0434000279O","MARIA 2","EST 328","NS Club","18/07/2022","1984","POLARIS","SET","NAVICOM POLEN","698.8","790.7"
"32","EST","0434000274C","KATARINA JEE","EST 464","International","13/07/2022","2005","FIRST 34.7","FARR YACHT DESIGN","BENETEAU","577.9","650.4"
"33","EST","043400026W9","BLACK BIRD","EST574","Club","11/07/2022","1976","BIRDIE 24","BECKER HARRY",,"703.9","789.6"
"34","EST","043400026VQ","Cassandra","EST 166","International","09/07/2022","2005","FIRST 34.7","BENETEAU","FARR YD","580.1","652.1"
"35","EST","043400026VO","Merilane","EST959","Club","09/07/2022","1978","ALBIN EXPRESS","NORLIN PETER","ALBIN MARINE","650.5","730.0"
"36","EST","043400026VN","SUSANNA","EST 771","Club","09/07/2022","2011","FIRST 27","MANUARD","BENETEAU","557.6","624.2"
"37","EST","043400026VM","Valentina","EST716","Club","09/07/2022","2009","BAVARIA 32","FARR YACHT DESIGN","BAVARIA YACHTS","621.4","704.0"
"38","EST","043400026VL","Tuuslar","EST 4","Club","09/07/2022","1972","CARTER 30","CARTER DICK","TELIGA L","649.7","729.2"
"39","EST","043400026UQ","Celia","EST-739","Club","08/07/2022","1979","INFERNO 29","SODERGREN HAKAN",,"616.5","690.6"
"40","EST","043400026Q0","NORA LII","EST 345","Club","07/07/2022","1997","RIDAS 35","LOENNGREN GUY / RIDAS","RIDAS YACHTS","577.0","649.7"
"41","EST","043400026NR","Sarah-Mee 3","EST 911","Club","06/07/2022","2007","HANSE 400","JUDEL FRIEDRICH / VROELIJK ROLF","HANSE YACHTS","539.0","605.9"
"42","EST","043400026NN","Meribel","EST 512","Club","06/07/2022","2004","HANSE 342","JUDEL FRIEDRICH / VROELIJK ROLF","HANSE YACHTS","600.4","676.5"
"43","EST","043400026KT","SOPHIA","EST 480","Club","05/07/2022","2005","DUFOUR 40","FELCI","DUFOUR","548.7","619.8"
"44","EST","043400026KR","Miss Foxy","EST 768","Club","05/07/2022","1985","X-99","JEPPESEN NIELS","X-YACHTS","577.3","651.1"
"45","EST","043400026KQ","Farozon","EST750","Club","05/07/2022","1967","H BOAT","GROOP HANS","BOTNIA MARINE","670.3","756.3"
"46","EST","043400026JD","PREMIUM","EST 499","International","05/07/2022","2006","X-41 OD","JEPPESEN NIELS","X-YACHTS","509.2","571.0"
"47","EST","043400026H5","EMERALD","EST 221","Club","03/07/2022","1997","RIDAS 35","LOENNGREN GUY / RIDAS","RIDAS YACHTS","582.5","656.4"
"48","EST","043400026H4","Shield Maiden","EST 780","Club","03/07/2022","1999","ENTER 360","LINDQVIST BERNT","ENTER YACHTS","576.7","650.8"
"49","EST","043400026FS","Sly","EST 248","Club","02/07/2022","1981","MACH 3",,"FRAM","590.9","664.1"
"50","EST","043400026EC","WindWalker","EST479","Club","01/07/2022","2002","BAVARIA 37",,"BAVARIA YACHTS","599.2","680.4"
"51","EST","043400026E1","MINNI","EST 50","Club","01/07/2022","2005","X-35 OD","JEPPESEN NIELS","X-YACHTS","547.1","612.9"
"52","EST","043400026E0","Lumi","EST 462","International","01/07/2022","2005","FIRST 34.7","FARR YACHT DESIGN","BENETEAU","573.8","645.4"
"53","EST","043400026DW","Mach 1","EST833","Club","01/07/2022","1995","DEHLER 33","JUDEL FRIEDRICH / VROELIJK ROLF","DEHLER","567.9","639.0"
"54","EST","0434000269D","Kira","EST 874","International","30/06/2022","2006","CORBY 33","CORBY JOHN","MICROSPAN","550.1","616.6"
"55","EST","0434000269B","CHILI","EST 718","Club","30/06/2022","2008","MAK SEVEN","GONCIARZ LESCEK","YACHT SERVICE AB","603.6","678.9"
"56","EST","0434000263T","Ülle","EST 525","Club","28/06/2022","2006","ELAN 340","HUMPHREYS","ELAN YACHTS","573.2","644.6"
"57","EST","0434000263S","Oya","EST355","DH Club","28/06/2022","1971","MAXI 77",,"PETTERSSON PELE","714.4","806.7"
"58","EST","04340002637","BRIGITTA","EST 295","International","28/06/2022","1999","CROSS 31",,"RIDAS YACHTS","581.8","655.1"
"59","EST","04340002636","MERION-X","EST 710","Club","28/06/2022","2010","XP-44","JEPPESEN NIELS","X-YACHTS","489.1","549.5"
"60","EST","0434000261E","ADVENTURE","EST 533","Club","27/06/2022","2001","FIRST 36.7","FARR YACHT DESIGN","BENETEAU","561.2","631.0"
"61","EST","0434000261D","Astrid","EST 983","Club","27/06/2022","1981","FENIX",,"MAXI","685.6","774.9"
"62","EST","0434000260D","CENTAUR","EST371","DH Club","27/06/2022","1998","FIRST 31.7","FINOT","BENETEAU","594.9","666.0"
"63","EST","043400025WP","Cassandra","EST 266","Club","26/06/2022","2005","X-35 OD","JEPPESEN NIELS","X-YACHTS","543.2","607.3"
"64","EST","043400025W1","LAGLE III","EST 554","Club","25/06/2022","1981","FINN EXPRESS 83","STILL EIVIND","NYKRA","670.5","760.2"
"65","EST","043400025TV","Technonicol","EST 615","International","24/06/2022","2006","X-41 OD","JEPPESEN NIELS","X-YACHTS","509.3","571.2"
"66","EST","043400025QJ","HILJA","EST 920","Club","23/06/2022","2009","BAVARIA 32","FARR YACHT DESIGN","BAVARIA YACHTS","630.3","712.9"
"67","EST","043400025QI","CHANTAL","EST267","Club","23/06/2022","2000","MANNERBERG 31",,"RAJAKALLIO","575.4","647.0"
"68","EST","043400025P0","ADELE","EST 467","International","22/06/2022","2005","FIRST 34.7","FARR YACHT DESIGN","BENETEAU","575.7","647.2"
"69","EST","043400025K7","JAZZ","EST 935","International","20/06/2022","2009","FIRST 35","FARR YACHT DESIGN","BENETEAU","549.2","615.9"
"70","EST","043400025K3","INANNA","EST 969","DH International","20/06/2022","1991","FIRST 53 F5","FARR YACHT DESIGN","BENETEAU","484.7","545.1"
"71","EST","043400025K2","KAIJA","EST29","DH Club","20/06/2022","1978","OPTY 71",,"TELIGA L","732.8","823.7"
"72","EST","043400025JW","ESTELLE","EST-413","Club","20/06/2022","1978","ALBIN CIRRUS 7.8","NORLIN PETER","ALBIN MARINE","690.9","777.8"
"73","EST","043400025IR","Credit 24 Sailing","EST 703","International","20/06/2022","2011","SALONA 38","JAKOPIN & JAKOPIN","AD YACHTS","536.3","601.1"
"74","EST","043400025HW","FURIOSA","EST 999","International","18/06/2022","2004","COOKSON 50","FARR YACHT DESIGN","COOKSON BOATS","393.7","441.8"
"75","EST","043400025HD","Heleena","EST 829","Club","17/06/2022","1975","NETTA H-30","GROOP HANS",,"666.7","752.0"
"76","EST","043400025DB","EDASI","EST 11","Club","16/06/2022","1984","POLARIS","SET","SET","648.8","725.1"
"77","EST","043400025AA","MY-CAR","EST 535","DH International","15/06/2022","2005","X-35 OD","JEPPESEN NIELS","X-YACHTS","561.4","629.6"
"78","EST","043400025A9","EDDA","EST894","Club","15/06/2022","1981","FENIX",,"MAXI","693.6","784.9"
"79","EST","04340002557","Katariina II","EST-949","International","14/06/2022","2006","SWAN 42 CLUB","FRERS","NAUTORS","481.5","537.3"
"80","EST","0434000254A","TUULE","EST 408","Club","14/06/2022","2003","FIRST 44.7","FARR YACHT DESIGN","BENETEAU","511.3","573.1"
"81","EST","043400024MK","ENEL","EST 353","DH Club","08/06/2022","1999","CROSS 31","BLANK DIETER","RIDAS YACHTS","591.8","662.1"
"82","EST","043400024MJ","ENEL","EST 353","Club","08/06/2022","1999","CROSS 31","BLANK DIETER","RIDAS YACHTS","587.6","659.3"
"83","EST","043400024KT","ERNA","EST207","Club","07/06/2022","1963","L 6",,"VSPS","603.3","681.7"
"84","EST","043400024JO","Tuuleiil","EST 775","Club","07/06/2022","2009","SKIPPI 750","SPISAK W","SKIPPER YACHTS","620.0","693.0"
"85","EST","043400024JJ","ÖÖSORR","EST 730","DH Club","07/06/2022","1984","POLARIS","SET","SET","655.1","731.5"
"86","EST","043400024HU","ELEVANTS","EST 220","Club","06/06/2022","1968","COMPIS 28","ANDERSSON BERNT","COMPISBOTAR","676.5","759.6"
"87","EST","043400024BM","CENTAUR","EST371","Club","03/06/2022","1998","FIRST 31.7","FINOT","BENETEAU","590.3","662.8"
"88","EST","04340002459","Kerttu","EST F1","Club","01/06/2022","1941","FOLKBOAT",,"SET","756.4","855.6"
"89","EST","04340002458","Tuuli","EST F18","Club","01/06/2022","1941","FOLKBOAT",,"SET","746.2","842.6"
"90","EST","04340002457","BORA","EST 733","DH Club","01/06/2022","1984","POLARIS",,"SET","663.8","741.0"
"91","EST","04340002456","Foca","EST532","DH Club","01/06/2022","1995","POGO 650",,"POGO STRUCTURES","600.2","661.6"
"92","EST","0434000244S","DEJA VU","EST542","Club","01/06/2022","2016","DUFOUR 382 GL","FELCI","DUFOUR","594.1","673.8"
"93","EST","043400023WE","Ragamuffin","EST326","Club","31/05/2022","1978","ALBIN EXPRESS","NORLIN PETER","ALBIN MARINE","653.1","733.3"
"94","EST","043400023W9","SYLVIA","EST 478","Club","31/05/2022","2005","GRAND SOLEIL 43 BC","CARKEEK / BOTIN","DEL PARDO","532.0","601.8"
"95","EST","043400023W7","Helena","EST 406","Club","31/05/2022","1976","BIRDIE 24","BECKER HARRY",,"723.9","816.0"
"96","EST","043400023VU","JÄÄLIND","EST990","Club","31/05/2022","1985","X-99","JEPPESEN NIELS","X-YACHTS","566.3","636.2"
"97","EST","043400023V4","Sarah-Mee 3","EST 911","NS Club","30/05/2022","2007","HANSE 400","JUDEL FRIEDRICH / VROELIJK ROLF","HANSE YACHTS","570.8","647.3"
"98","EST","043400023V1","EdelWeiss","EST 678","DH International","30/05/2022","2009","T 34","LOSTUZZI MARCO","T-YACHTS","572.0","639.1"
"99","EST","043400023TT","METTE","EST 343","DH Club","30/05/2022","1981","FENIX","PETTERSON PELLE","PETTERSSON PELE","683.0","769.8"
"100","EST","043400023TM","S/Y Moonrose","EST898","NS Club","29/05/2022","1969","SCAMPI 30","NORLIN PETER","ALBIN MARINE","682.9","767.8"
"101","EST","043400023SH","MY FIRST","EST 60","NS Club","28/05/2022","1990","FIRST 45 F5","FARR YACHT DESIGN","BENETEAU","552.0","626.2"
"102","EST","043400023SF","MY FIRST","EST 60","Club","28/05/2022","1990","FIRST 45 F5","FARR YACHT DESIGN","BENETEAU","530.8","598.9"
"103","EST","043400023Q0","ATLANDI VÕLG X","EST765","Club","27/05/2022","1985","X-99","JEPPESEN NIELS","X-YACHTS","572.2","644.6"
"104","EST","043400023PJ","MERCURIUS","EST 45","Club","27/05/2022","1975","CARTER 30","CARTER DICK","TELIGA L","661.9","744.0"
"105","EST","043400023PA","Oya","EST355","Club","27/05/2022","1971","MAXI 77",,"PETTERSSON PELE","717.0","810.9"
"106","EST","043400023OL","STELLA II","EST-572","Club","27/05/2022","2002","FIRST 27.7","FINOT","BENETEAU","614.9","695.3"
"107","EST","043400023OI","GEORG","EST-278","Club","27/05/2022","1994","X-332","JEPPESEN NIELS","X-YACHTS","577.7","649.3"
"108","EST","043400023O5","ÖÖSORR","EST 730","Club","27/05/2022","1984","POLARIS","SET","SET","650.3","729.3"
"109","EST","043400023FU","PÕHJATÄHT","EST404","Club","25/05/2022","2005","BAVARIA 30","JAKOPIN & JAKOPIN","BAVARIA YACHTS","624.4","703.6"
"110","EST","043400023C7","AURORA","EST575","Club","24/05/2022","1968","COMPIS 28",,"KARLSTAD","654.1","731.6"
"111","EST","043400023B4","KESSU","EST 877","DH Club","23/05/2022","1974","BECKER 27",,"BK MARINE","714.2","802.4"
"112","EST","043400023AS","LOTE","EST 460","Club","23/05/2022","1971","COMPIS 28","ANDERSSON BERNT","KARLSTAD","667.6","749.4"
"113","EST","043400023AR","New Deal","EST725","Club","23/05/2022","1981","MAXI MIXER 35","PETTERSON PELLE","MAXI","612.4","691.2"
"114","EST","043400023AP","VIRU - I","EST 95","Club","23/05/2022","1978","CONRAD 25","PETTERSON PELLE",,"672.1","752.7"
"115","EST","043400023AO","URD","EST370","NS Club","23/05/2022","1974","COMFORT 30","ALBINSSON","COMFORT YACHTS","686.8","776.7"
"116","EST","043400023AN","URD","EST370","Club","23/05/2022","1974","COMFORT 30","ALBINSSON","COMFORT YACHTS","660.5","743.0"
"117","EST","04340002379","Lumo","EST 756","NS Club","23/05/2022","1983","OMEGA 30 A","HOLLAND RON","VINDO","647.0","732.6"
"118","EST","04340002378","TEMPER","EST-188","Club","23/05/2022","1983","FINNFLYER 31","STILL EIVIND","POLAR YACHTS","623.2","701.8"
"119","EST","0434000233E","Dream","EST 818","Club","21/05/2022","1971","MAXI 77","PETTERSON PELLE","BORJESSON","719.6","818.2"
"120","EST","0434000232L","Felicita","EST366","Club","20/05/2022","1976","BIRDIE 24","BECKER HARRY",,"705.9","792.6"
"121","EST","043400022VK","Calena","EST 381","DH International","20/05/2022","1996","FARR 30 OD","FARR YACHT DESIGN","OVINGTON MARINE","547.9","606.7"
"122","EST","043400022VJ","Calena","EST 381","International","20/05/2022","1996","FARR 30 OD","FARR YACHT DESIGN","OVINGTON MARINE","537.3","598.8"
"123","EST","043400022VC","EdelWeiss","EST 678","Club","20/05/2022","2009","T 34","LOSTUZZI MARCO","T-YACHTS","562.4","632.8"
"124","EST","043400022K2","SINILIND","EST 520","DH Club","18/05/2022","1993","BAVARIA 33",,"BAVARIA YACHTS","601.5","678.6"
"125","EST","043400022IS","SEABIRD","EST 337","International","17/05/2022","1998","FIRST 31.7","FARR YACHT DESIGN","BENETEAU","595.8","672.0"
"126","EST","043400022I9","Take Off","EST-433","Club","17/05/2022","2007","ELAN 410","HUMPHREYS","ELAN YACHTS","527.3","592.6"
"127","EST","043400022I8","BLUEBIRD","EST950","Club","17/05/2022","1978","BIRDIE 32","BECKER JAN",,"656.3","739.5"
"128","EST","043400022HO","EVELYN III","EST 477","International","17/05/2022","2005","FIRST 34.7","FARR YACHT DESIGN","BENETEAU","571.3","641.8"
"129","EST","043400022HN","Far Away","EST 772","Club","17/05/2022","1986","VANCOUVER 32","HARRIS","NORTHSHORE YACHTS","691.5","782.1"
"130","EST","043400022CB","Heleena","EST 829","NS Club","16/05/2022","1975","NETTA H-30","GROOP HANS",,"704.7","798.1"
"131","EST","043400022CA","Heleena","EST 829","DH Club","16/05/2022","1975","NETTA H-30","GROOP HANS",,"673.1","756.8"
"132","EST","0434000227B","ZUXU","EST 539","Club","13/05/2022","2005","COMET 41 S","VALLICELLI ANDREA","COMAR YACHTS","515.3","577.7"
"133","EST","0434000224F","Kira","EST 871","Club","12/05/2022","1981","FENIX",,"ROOTSI","677.3","765.0"
"134","EST","043400021W4","RIIN","EST 103","Club","11/05/2022","1976","APHRODITE 30",,,"675.2","761.8"
"135","EST","043400021W3","MERION","EST 400","Club","11/05/2022","2003","ARCHAMBAULT A40","NIVELT BERNARD","ARCHAMBAULT","504.5","567.6"
"136","EST","043400021VB","FREYA","EST 571","Club","11/05/2022","2001","FIRST 36.7","FARR YACHT DESIGN","BENETEAU","560.9","630.9"
"137","EST","043400021TB","Riot","EST901","International","10/05/2022","2017","CAPE 31","MILLS MARK","NOORD","487.1","547.8"
"138","EST","043400021PC","KESSU","EST 877","Club","10/05/2022","1974","BECKER 27",,"BK MARINE","710.0","800.7"
"139","EST","043400021O5","Ninne","EST723","Club","09/05/2022","1981","FENIX",,"ROOTSI","669.9","755.5"
"140","EST","043400021O4","Sleeper","EST-759","Club","09/05/2022","2011","J 11S","JOHNSTONE","J BOATS","524.7","591.0"
"141","EST","043400021O2","MARY LOU","EST 688","Club","09/05/2022","1969","RJ 85",,"JACOBSSON","686.3","769.5"
"142","EST","043400021O1","MARIA","EST 43","Club","09/05/2022","1972","CARTER 30",,"TELIGA L","661.6","743.3"
"143","EST","043400021EM","LEILA","EST 242","Club","06/05/2022","1984","POLARIS","SET","SET","649.3","726.8"
"144","EST","043400021EL","BERTA","EST 619","Club","06/05/2022","2008","ELAN 380","HUMPHREYS","ELAN YACHTS","553.0","621.9"
"145","EST","0434000219B","SINILIND","EST309","Club","05/05/2022","1969","ROCK 20",,"BIRKA MARINE","728.9","823.2"
"146","EST","0434000219A","VIGURPILT","EST134","Club","05/05/2022","1984","POLARIS",,,"645.0","723.0"
"147","EST","04340002199","MY-CAR","EST 535","International","05/05/2022","2005","X-35 OD","JEPPESEN NIELS","X-YACHTS","551.9","620.1"
"148","EST","04340002158","TUULELIND","EST 209","Club","04/05/2022","2010","VARIANTA 44","JUDEL FRIEDRICH / VROELIJK ROLF","YC GREIFSWALD","520.7","588.1"
"149","EST","04340002155","HELIN","EST 700","International","04/05/2022","2012","RIDAS 31","BLANK DIETER","RIDAS YACHTS","584.6","657.7"
"150","EST","04340002154","METTE","EST 343","Club","04/05/2022","1981","FENIX","PETTERSON PELLE","PETTERSSON PELE","681.0","769.8"
"151","EST","04340002151","ENE","EST 93","Club","04/05/2022","1978","CONRAD 25","PETTERSON PELLE",,"663.1","741.9"
"152","EST","0434000213V","UTOOPIA","EST797","International","03/05/2022","2015","FAREAST 28R","VOOGD / SIMONIS ALEXANDER","FAR EAST YACHTS","525.0","590.2"
"153","EST","043400020OP","LILY","EST136","Club","02/05/2022","1999","BAVARIA 34",,,"611.1","693.2"
"154","EST","043400020OL","DIRECTO","EST 998","International","02/05/2022","2014","ITALIA 9.98 F","POLLI","ITALIA YACHTS","555.0","622.0"
"155","EST","043400020NS","LILIANN","EST 396","Club","02/05/2022","1982","ONE OFF","NORLIN PETER","JANSSON / ZARINS","606.1","678.0"
"156","EST","043400020M4","Cherie","EST 633","International","29/04/2022","2009","FIRST 35","FARR YACHT DESIGN","BENETEAU","557.3","626.0"
"157","EST","043400020M3","DOMINA","EST 465","International","29/04/2022","2005","FIRST 34.7","FARR YACHT DESIGN","BENETEAU","573.4","645.4"
"158","EST","043400020KF","TESSA","EST 324","Club","29/04/2022","1997","RIDAS 35","LOENNGREN GUY / RIDAS","RIDAS YACHTS","579.2","651.7"
"159","EST","043400020BL","BRIGITTA-X","EST 606","International","28/04/2022","2007","X-34","JEPPESEN NIELS","X-YACHTS","570.2","640.9"
"160","EST","043400020BJ","PLANEER","EST 817","Club","28/04/2022","1998","FIRST 31.7",,"BENETEAU","594.8","671.9"
"161","EST","043400020A9","SILVA","EST 407","Club","27/04/2022","2001","FIRST 36.7","FARR YACHT DESIGN","BENETEAU","560.3","630.1"
"162","EST","04340001WRL","ELLI","EST728","Club","25/04/2022","2000","DELPHIA 37","SKRZAT ANDREJ","DELPHIA YACHTS","584.4","660.9"
"163","EST","04340001WR3","SANTA MARIA","EST 386","Club","23/04/2022","2005","BRIIS 38","JAKOVLEV B","MASTER YACHT INT","523.9","588.1"
"164","EST","04340001WQ3","SINILIND","EST 520","Club","22/04/2022","1993","BAVARIA 33",,"BAVARIA YACHTS","596.4","673.9"
"165","EST","04340001WCI","Long Gong","est662","Club","19/04/2022","1984","POLARIS",,,"662.9","745.1"
"166","EST","04340001WCF","W-Lind","EST F32","DH Club","19/04/2022","1941","FOLKBOAT",,"SET","787.2","882.9"
"167","EST","04340001WCE","W-Lind","EST F32","Club","19/04/2022","1941","FOLKBOAT",,"SET","743.8","837.7"
"168","EST","04340001W1B","LUST","EST 284","Club","13/04/2022","1969","RJ 85",,"JACOBSSON","682.9","764.1"
"169","EST","04340001VSE","BORA","EST 733","Club","11/04/2022","1984","POLARIS",,"SET","658.0","737.3"
