"#","RatingOffice","ReferenceNumber","Yacht Name","Sail Number","Certificate GPH","Issue Date","Age","Class","Designer","Builder","aph","gph"
"23","EST","EST00002159","PEGASUS","EST 599","Club","28/06/2011","2006","FIRST 50","BRIAND PHILIPPE","BENETEAU","n/a","566.0"
"24","EST","EST00002157","BRIGITTA-X","EST 606","International","27/06/2011","2007","X-34","JEPPESEN NIELS","X-YACHTS","n/a","644.5"
"25","EST","EST00002134","TRIINI","EST 52","Club","20/06/2011","1977","ALKOR","VCSPS","VCSPS","n/a","684.2"
"26","EST","EST00002133","FRANZISKA","EST493","Club","20/06/2011","2003","BAVARIA 36",,"BAVARIA YACHTS","n/a","697.5"
"27","EST","EST00002126","PÕRGATAJA","EST 647","Club","16/06/2011","2007","ELAN 340","HUMPHREYS","ELAN YACHTS","n/a","655.6"
"28","EST","EST00002115","STELLA II","EST 572","Club","12/06/2011","2002","FIRST 27.7","FINOT","BENETEAU","n/a","696.0"
"29","EST","EST00002102","LAGLE II","EST 251","Club","07/06/2011","1984","POLARIS","SET","SET","n/a","734.3"
"30","EST","EST00002094","LOTTE","EST 469","Club","07/06/2011","2006","BAVARIA 44","JAKOPIN & JAKOPIN","BAVARIA YACHTS","n/a","622.6"
"31","EST","EST00002092","EDASI","EST 11","Club","07/06/2011","1984","POLARIS","SET","SET","n/a","729.4"
"32","EST","EST00002085","ADVENTURE","EST 533","International","07/06/2011","2001","FIRST 36.7","FARR YACHT DESIGN","BENETEAU","n/a","631.3"
"33","EST","EST00002084","LUISA","EST 541","Club","07/06/2011","1981","MAXI FENIX","PETTERSON PELLE","MOLNLYCKE","n/a","771.2"
"34","EST","EST00002052","DEBORA RODRIQUES","EST 462","Club","04/06/2011","2005","FIRST 34.7","FARR YACHT DESIGN","BENETEAU","n/a","648.9"
"35","EST","EST00002042","VENUS","EST 319","Club","04/06/2011","1997","RIDAS 35","LOENNGREN GUY","RIDAS YACHTS","n/a","655.2"
"36","EST","EST00002003","LEILA","EST 242","Club","24/05/2011","1984","POLARIS","SET","SET","n/a","728.9"
"37","EST","EST00001997","MERION","EST 400","International","23/05/2011","2003","ARCHAMBAULT A40","NIVELT BERNARD","ARCHAMBAULT","n/a","593.4"
"38","EST","EST00001996","WindWalker","EST479","Club","20/05/2011","2003","BAVARIA 37",,"BAVARIA YACHTS","n/a","679.8"
"39","EST","EST00001995","MERIKOTKAS","EST 200","Club","20/05/2011","1984","POLARIS","SET","SET","n/a","724.2"
"40","EST","EST00001993","JUKO","EST 405","Club","20/05/2011","1984","POLARIS","SET","SET","n/a","726.8"
"41","EST","EST00001990","FANATIC","EST-239","International","20/05/2011","1997","GUYLINE 355","LOENNGREN GUY","GLOBOTRON","n/a","645.3"
"42","EST","EST00001986","VANISHING POINT","EST-31","Club","19/05/2011","1985","X-99","JEPPESEN NIELS","X-YACHTS","n/a","648.4"
"43","EST","EST00001984","FREYA","EST 571","Club","19/05/2011","2001","FIRST 36.7","FARR YACHT DESIGN","BENETEAU","n/a","634.6"
"44","EST","EST00001975","TUULE","EST 408","International","18/05/2011","2003","FIRST 44.7","FARR YACHT DESIGN","BENETEAU","n/a","580.3"
"45","EST","EST00001974","PÕHJAKONN","EST 333","International","18/05/2011","1993","X-362 SPORT","JEPPESEN NIELS","X-YACHTS","n/a","643.6"
"46","EST","EST00001973","MASU","EST 632","Club","18/05/2011","2007","X-34","JEPPESEN NIELS","X-YACHTS","n/a","647.5"
"47","EST","EST00001966","MIA","EST 330","International","17/05/2011","2000","GRAND SURPRISE 31","NIVELT BERNARD","ARCHAMBAULT","n/a","648.8"
"48","EST","EST00001965","JINX","EST-642","Club","17/05/2011","1985","X-99","JEPPESEN NIELS","X-YACHTS","n/a","642.2"
"49","EST","EST00001964","JAZZ","EST 465","Club","17/05/2011","2005","FIRST 34.7","FARR YACHT DESIGN","BENETEAU","n/a","649.3"
"50","EST","EST00001962","NORA","EST415","Club","14/05/2011","2004","BAVARIA 35 MATCH","JAKOPIN & JAKOPIN","BAVARIA YACHTS","n/a","637.8"
"51","EST","EST00001957","BRIGITTA","EST 295","Club","14/05/2011","1999","CROSS 31",,"RIDAS YACHTS","n/a","666.9"
"52","EST","EST00001956","MEREPÄRL","EST 406","Club","10/05/2011","2001","FIRST 36.7","FARR YACHT DESIGN","BENETEAU","n/a","635.9"
"53","EST","EST00001955","SANTA MARIA","EST 386","International","10/05/2011","2005","BRIIS 38","JAKOVLEV B","MASTER YACHT INT","n/a","588.6"
"54","EST","EST00001954","MATILDA","EST 631","Club","09/05/2011","2007","ELAN 340","HUMPHREYS","ELAN YACHTS","n/a","674.6"
"55","EST","EST00001951","Cherie","EST 633","International","09/05/2011","2009","FIRST 35","FARR YACHT DESIGN","BENETEAU","n/a","627.6"
"56","EST","EST00001948","GEORG","EST-278","Club","09/05/2011","1994","X-332","JEPPESEN NIELS","X-YACHTS","n/a","660.2"
"57","EST","EST00001940","BLANCA","EST 73","Club","05/05/2011","1984","POLARIS","SET","SET","n/a","730.5"
"58","EST","EST00001939","LOTE","EST 460","Club","05/05/2011","1974","COMPIS 28","ANDERSSON BERNT","KARLSTAD","n/a","775.5"
"59","EST","EST00001938","ZOO","EST 430","Club","05/05/2011","1979","BANNER 28 RACER MKII","OUDRUP","FIBERBADE","n/a","685.7"
"60","EST","EST00001934","GEMMA","EST 637","Club","03/05/2011","1992","POLARIS","SET","SET","n/a","730.3"
"61","EST","EST00001932","RED DREAM","EST 545","International","03/05/2011","2007","DEHLER 34","VOOGD / SIMONIS ALEXANDER","DEHLER","n/a","631.7"
"62","EST","EST00001927","CHARISMA","EST 608","Club","02/05/2011","2006","ARCHAMBAULT A40 RC","NIVELT BERNARD","ARCHAMBAULT","n/a","563.6"
"63","EST","EST00001925","TORMILIND","EST 90","Club","01/05/2011","1981","CETUS","HOFFMAN E","TELIGA L","n/a","611.4"
"64","EST","EST00001924","CENTAUR","EST 371","Club","01/05/2011","1998","FIRST 31.7","FARR YACHT DESIGN","BENETEAU","n/a","685.2"
"65","EST","EST00001923","MY-CAR","EST 535","International","29/04/2011","2005","X-35 OD","JEPPESEN NIELS","X-YACHTS","n/a","619.1"
"66","EST","EST00001921","LILIANN","EST 396","Club","29/04/2011","1982","ONE OFF","NORLIN PETER","JANSSON / ZARINS","n/a","684.7"
"67","EST","EST00001920","MADICKEN","EST 389","Club","28/04/2011","1982","FINN 26","STILL EIVIND",,"n/a","784.8"
"68","EST","EST00001919","ASTRAIA","EST 69","Club","28/04/2011","1992","POLARIS","SET","SET","n/a","725.8"
"69","EST","EST00001911","VIRU - I","EST 95","Club","27/04/2011","1978","CONRAD 25","PETTERSON PELLE",,"n/a","750.9"
"70","EST","EST00001910","CAROL","EST 193","Club","26/04/2011","1978","CONRAD 25","PETTERSON PELLE",,"n/a","759.0"
"71","EST","EST00001909","BERTA","EST 619","International","26/04/2011","2008","ELAN 380","HUMPHREYS","ELAN YACHTS","n/a","628.4"
"72","EST","EST00001908","ADELE","EST 467","International","26/04/2011","2005","FIRST 34.7","FARR YACHT DESIGN","BENETEAU","n/a","652.2"
"73","EST","EST00001907","KATARINA JEE","EST 464","International","26/04/2011","2005","FIRST 34.7","FARR YACHT DESIGN","BENETEAU","n/a","650.8"
"74","EST","EST00001906","MERCURIUS","EST 45","Club","25/04/2011","1975","CARTER 30","CARTER DICK",,"n/a","755.7"
"75","EST","EST00001905","SEABIRD","EST 337","Club","25/04/2011","1998","FIRST 31.7","FARR YACHT DESIGN","BENETEAU","n/a","686.7"
"76","EST","EST00001902","NAUTILUS","EST 603","Club","21/04/2011","1993","J 80","JOHNSTONE","J BOATS","n/a","676.6"
"77","EST","EST00001901","EVELYN III","EST 477","Club","20/04/2011","2005","FIRST 34.7","FARR YACHT DESIGN","BENETEAU","n/a","651.7"
"78","EST","EST00001900","ENEL","EST 353","Club","20/04/2011","1999","CROSS 31","BLANK DIETER","RIDAS YACHTS","n/a","663.3"
"79","EST","EST00001897","TESSA","EST 324","Club","16/04/2011","1997","RIDAS 35","LOENNGREN GUY / RIDAS","RIDAS YACHTS","n/a","655.2"
"80","EST","EST00001896","BOSSA NOVA","EST 379","International","16/04/2011","2001","FIRST 36.7","FARR YACHT DESIGN","BENETEAU","n/a","632.0"
"81","EST","EST00001895","TUULELAUL","EST 175","Club","16/04/2011","1984","POLARIS","SET","SET","n/a","727.1"
"82","EST","EST00001894","KARINA","EST 267","Club","16/04/2011","1975","TELIGA 89 ","CARTER DICK",,"n/a","752.1"
"83","EST","EST00001893","CASSANDRA","EST 513","Club","16/04/2011","1972","MORE 30",,,"n/a","766.1"
